495,5,437
496,0,456
497,5,464
498,10,431
499,15,464
500,20,456
501,25,435
502,30,468
503,35,450
504,40,439
505,45,473
506,50,443
507,55,444
508,60,466
509,65,436
510,70,451
511,75,460
512,80,429
513,85,457
514,90,455
515,95,429
516,100,461
517,105,449
518,110,432
519,115,465
520,120,442
521,125,435
522,130,464
523,135,436
524,140,439
525,145,459
526,150,431
527,155,442
528,160,457
529,165,424
530,170,446
531,175,451
532,180,419
533,185,452
534,190,445
535,195,422
536,200,456
537,205,437
538,210,426
539,215,457
540,220,433
541,225,430
542,230,453
543,235,426
544,240,434
545,245,451
546,250,419
547,255,440
548,250,446
549,245,414
550,240,442
551,235,440
552,230,416
553,225,447
554,220,434
555,215,418
556,210,450
557,205,429
558,200,422
559,195,450
560,190,422
561,185,425
562,180,447
563,175,416
564,170,430
565,165,441
566,160,409
567,155,433
568,150,436
569,145,408
570,140,437
571,135,433
572,130,411
573,125,443
574,120,428
575,115,415
576,110,445
577,105,422
578,100,417
579,95,445
580,90,415
581,85,423
582,80,441
583,75,407
584,70,431
585,65,435
586,60,404
587,55,433
588,50,431
589,45,407
590,40,440
591,35,426
592,30,411
593,25,442
594,20,420
595,15,416
596,10,441
597,5,412
598,0,423
599,5,437
600,10,403
601,15,429
