1,75,843
2,80,465
3,85,411
4,90,445
5,95,451
6,100,845
7,105,443
8,110,848
9,115,454
10,120,413
11,125,848
12,130,443
13,135,848
14,140,467
15,145,847
16,150,847
17,155,432
18,160,846
19,165,453
20,170,848
21,175,847
22,180,338
23,185,847
24,190,430
25,195,849
26,200,848
27,205,846
28,210,847
29,215,419
30,220,846
31,225,847
32,230,849
33,235,849
34,240,447
35,245,848
36,250,848
37,255,848
38,250,849
39,245,849
40,240,847
41,235,845
42,230,847
43,225,844
44,220,321
45,215,848
46,210,849
47,205,848
48,200,849
49,195,424
50,190,845
51,185,849
52,180,850
53,175,849
54,170,460
55,165,847
56,160,849
57,155,421
58,150,846
59,145,464
60,140,846
61,135,844
62,130,458
63,125,846
64,120,450
65,115,427
66,110,844
67,105,449
68,100,846
69,95,455
70,90,439
71,85,844
72,80,445
73,75,846
74,70,471
75,65,429
76,60,848
77,55,461
78,50,845
79,45,474
80,40,440
81,35,454
82,30,472
83,25,846
84,20,457
85,15,452
86,10,455
87,5,453
88,0,845
89,5,450
90,10,482
91,15,472
92,20,433
93,25,473
94,30,456
95,35,846
96,40,470
97,45,377
98,50,452
99,55,454
100,60,457
101,65,450
102,70,847
103,75,447
104,80,843
105,85,470
106,90,451
107,95,839
108,100,474
109,105,847
110,110,476
111,115,845
112,120,459
113,125,533
114,130,850
115,135,466
116,140,845
117,145,465
118,150,851
119,155,846
120,160,481
121,165,848
122,170,483
123,175,850
124,180,848
125,185,509
126,190,847
127,195,474
128,200,846
129,205,848
130,210,851
131,215,847
132,220,429
133,225,848
134,230,848
135,235,847
136,240,848
137,245,371
138,250,848
139,255,845
140,250,849
141,245,849
142,240,846
143,235,845
144,230,847
145,225,844
146,220,847
147,215,405
148,210,844
149,205,847
150,200,848
151,195,847
152,190,684
153,185,847
154,180,850
155,175,364
156,170,849
157,165,847
158,160,848
159,155,847
160,150,430
161,145,847
162,140,849
163,135,831
164,130,845
165,125,458
166,120,847
167,115,840
168,110,430
169,105,846
170,100,469
171,95,846
172,90,452
173,85,456
174,80,848
175,75,453
176,70,847
177,65,453
178,60,450
179,55,850
180,50,445
181,45,848
182,40,470
183,35,433
184,30,476
185,25,461
186,20,848
187,15,475
188,10,443
189,5,456
190,0,471
191,5,465
192,10,475
193,15,498
194,20,452
195,25,439
196,30,473
197,35,434
198,40,848
199,45,463
200,50,817
201,55,472
202,60,426
203,65,453
204,70,461
205,75,848
206,80,449
207,85,846
208,90,455
209,95,382
210,100,478
211,105,436
212,110,848
213,115,469
214,120,845
215,125,468
216,130,433
217,135,846
218,140,469
219,145,845
220,150,451
221,155,850
222,160,847
223,165,450
224,170,845
225,175,457
226,180,848
227,185,849
228,190,432
229,195,847
230,200,463
231,205,846
232,210,847
233,215,846
234,220,847
235,225,538
236,230,848
237,235,847
238,240,846
239,245,845
240,250,846
241,255,847
242,250,848
243,245,847
244,240,844
245,235,848
246,230,845
247,225,848
248,220,847
249,215,844
250,210,846
251,205,848
252,200,845
253,195,822
254,190,849
255,185,849
256,180,847
257,175,847
258,170,473
259,165,847
260,160,847
261,155,847
262,150,848
263,145,473
264,140,846
265,135,848
266,130,489
267,125,848
268,120,469
269,115,846
270,110,845
271,105,459
272,100,849
273,95,484
274,90,527
275,85,846
276,80,481
277,75,847
278,70,493
279,65,591
280,60,472
281,55,489
282,50,843
283,45,472
284,40,586
285,35,467
286,30,476
287,25,492
288,20,460
289,15,667
290,10,484
291,5,466
292,0,496
293,5,493
294,10,847
295,15,519
296,20,513
297,25,479
298,30,505
299,35,480
300,40,480
301,45,845
302,50,472
303,55,759
304,60,491
305,65,468
306,70,492
307,75,484
308,80,849
309,85,492
310,90,845
311,95,472
312,100,501
313,105,849
314,110,474
315,115,847
316,120,473
317,125,847
318,130,848
319,135,480
320,140,848
321,145,492
322,150,849
323,155,849
324,160,524
325,165,848
326,170,492
327,175,848
328,180,849
329,185,851
330,190,848
331,195,852
332,200,769
333,205,852
334,210,500
335,215,512
336,220,480
337,225,495
338,230,505
339,235,477
340,240,492
341,245,494
342,250,465
343,255,488
344,250,485
345,245,466
346,240,499
347,235,487
348,230,474
349,225,505
350,220,483
351,215,477
352,210,506
353,205,477
354,200,484
355,195,502
356,190,470
357,185,486
358,180,497
359,175,461
360,170,490
361,165,489
362,160,463
363,155,494
364,150,485
365,145,465
366,140,496
367,135,479
368,130,469
369,125,497
370,120,474
371,115,471
372,110,495
373,105,468
374,100,476
375,95,494
376,90,460
377,85,483
378,80,487
379,75,457
380,70,489
381,65,480
382,60,460
383,55,492
384,50,474
385,45,464
386,40,493
387,35,469
388,30,467
389,25,492
390,20,462
391,15,474
392,10,486
393,5,453
394,0,478
395,5,481
396,10,451
397,15,486
398,20,475
399,25,456
400,30,490
401,35,467
402,40,459
403,45,488
404,50,462
405,55,465
406,60,482
407,65,452
408,70,470
409,75,480
410,80,445
411,85,475
412,90,471
413,95,447
414,100,481
415,105,465
416,110,451
417,115,481
418,120,460
419,125,453
420,130,482
421,135,455
422,140,456
423,145,478
424,150,445
425,155,462
426,160,473
427,165,439
428,170,466
429,175,467
430,180,439
431,185,471
432,190,462
433,195,443
434,200,474
435,205,456
436,210,445
437,215,477
438,220,452
439,225,450
440,230,474
441,235,445
442,240,456
443,245,472
444,250,437
445,255,461
446,250,466
447,245,436
448,240,468
449,235,461
450,230,438
451,225,471
452,220,456
453,215,444
454,210,473
455,205,451
456,200,447
457,195,474
458,190,446
459,185,455
460,180,471
461,175,439
462,170,459
463,165,466
464,160,433
465,155,464
466,150,464
467,145,438
468,140,473
469,135,459
470,130,442
471,125,475
472,120,453
473,115,446
474,110,476
475,105,447
476,100,454
477,95,472
478,90,443
479,85,457
480,80,468
481,75,437
482,70,464
483,65,465
484,60,437
485,55,470
486,50,459
487,45,442
488,40,476
489,35,451
490,30,447
491,25,473
492,20,445
493,15,453
494,10,468
